Season,Tillage,Herb1,Herb2,PlantDensity,SSSSplants,RSSSplants,RRSSplants,SSRSplants,RSRSplants,RRRSplants,SSRRplants,RSRRplants,RRRRplants,R1plants,R2plants,SSSSseeds,RSSSseeds,RRSSseeds,SSRSseeds,RSRSseeds,RRRSseeds,SSRRseeds,RSRRseeds,RRRRseeds,R1seeds,R2seeds,SSSSrhizomes,RSSSrhizomes,RRSSrhizomes,SSRSrhizomes,RSRSrhizomes,RRRSrhizomes,SSRRrhizomes,RSRRrhizomes,RRRRrhizomes,R1rhizomes,R2rhizomes
15,1,1,1,196.877790821059,1.8641955564435e-07,8.59213470771418e-05,0.0298881481882908,8.59213470771418e-05,0.0490582011933956,17.6176361141183,0.0298881481882908,17.6176361141183,1968742.56393184,0.999995498037469,0.999995498037469,1.47807983118389,2.71738558827647,473.384973391169,2.71738558827647,5.88028336009664,1030.08543384775,473.384973391169,1030.08543384775,57110651.4631512,0.999982544949934,0.999982544949934,1.78702808819087e-07,8.13987945873764e-05,0.021215023725795,8.13987945873764e-05,0.0464998499068536,12.5108456600999,0.021215023725795,12.5108456600998,787308.249913271,0.999991998294026,0.999991998294026
16,1,1,1,196.894129807529,7.79749228944271e-08,3.63088067876617e-05,0.0168461523667289,3.63088067876617e-05,0.02072469129584,9.9279766386214,0.0168461523667288,9.92797663862139,1968921.38763232,0.999997465007533,0.999997465007533,0.6186832980588,1.14913166016879,267.007691084381,1.14913166016879,2.48615418972931,580.954761815182,267.007691084381,580.954761815182,57160347.8607834,0.999990184562348,0.999990184562348,7.45678222577399e-08,3.43685388308567e-05,0.0119552592753163,3.43685388308567e-05,0.0196232804773582,7.04705444564732,0.0119552592753163,7.04705444564732,787497.025572734,0.999995498037469,0.999995498037469
17,1,1,1,196.900159036714,3.26687276952896e-08,1.53479638679479e-05,0.00949536213720101,1.53479638679479e-05,0.00875850298183652,5.59534274459229,0.009495362137201,5.59534274459228,1968990.37190169,0.999998572083916,0.999998572083916,0.2592740248045,0.485872305271178,150.538681782793,0.485872305271178,1.05099372743913,327.520247878956,150.538681782793,327.520247878956,57178784.9303323,0.999994476848501,0.999994476848501,3.11899691577709e-08,1.45235227150647e-05,0.00673846094669154,1.45235227150647e-05,0.008289876518336,3.97119065544856,0.00673846094669154,3.97119065544856,787568.555052929,0.999997465007533,0.999997465007533
18,1,1,1,196.902392824041,1.37044279659565e-08,6.48828775020966e-06,0.0053519117018012,6.48828775020966e-06,0.00370195418937928,3.15354377415532,0.00535191170180119,3.15354377415532,1969017.60673409,0.999999195548363,0.999999195548363,0.108775154238614,0.205420392875156,84.8569786628851,0.205420392875156,0.44427250634435,184.610902919007,84.856978662885,184.610902919007,57185663.4053818,0.999996890832721,0.999996890832721,1.30674910781158e-08,6.13918554717915e-06,0.0037981448548804,6.13918554717915e-06,0.00350340119273461,2.23813709783691,0.0037981448548804,2.23813709783691,787596.148760677,0.999998572083916,0.999998572083916
19,1,1,1,196.903224870008,5.75498892379703e-09,2.74295419385439e-06,0.00301640072253776,2.74295419385439e-06,0.001564778869832,1.77731105406972,0.00301640072253776,1.77731105406971,1969028.6864749,0.999999546752757,0.999999546752757,0.0456802990620333,0.0868455714595532,47.8281199422575,0.0868455714595532,0.187797252977649,104.04917021686,47.8281199422575,104.04917021686,57188251.0760178,0.999998249255434,0.999998249255434,5.48177118638261e-09,2.59531510008386e-06,0.00214076468072048,2.59531510008386e-06,0.00148078167575171,1.26141750966213,0.00214076468072048,1.26141750966213,787607.042693636,0.999999195548363,0.999999195548363
20,1,1,1,196.903537194375,2.41888301125892e-09,1.15959198246646e-06,0.00170001829836992,1.15959198246646e-06,0.000661426753550201,1.0016542191719,0.00170001829836992,1.0016542191719,1969033.36457153,0.999999744616277,0.999999744616277,0.0192001750656755,0.0367147185687219,26.9558935523364,0.0367147185687219,0.0793824820442786,58.6406349258408,26.9558935523364,58.6406349258408,57189236.4535856,0.999999013975198,0.999999013975198,2.30199556951881e-09,1.09718167754176e-06,0.00120656028901511,1.09718167754176e-06,0.000625911547932798,0.710924421627886,0.0012065602890151,0.710924421627886,787611.474589959,0.999999546752757,0.999999546752757
21,1,1,1,196.903655754106,1.01746224131121e-09,4.90215022961559e-07,0.000958088523826435,4.9021502296156e-07,0.00027958409630632,0.564498647216838,0.000958088523826435,0.564498647216838,1969035.42634703,0.999999856098182,0.999999856098182,0.00807627055205198,0.0155211481177435,15.1917565624,0.0155211481177435,0.0335550483508281,33.0480199799468,15.1917565624,33.0480199799468,57189618.2248186,0.999999444587157,0.999999444587157,9.67553204503569e-10,4.63836792986583e-07,0.000680007319347968,4.63836792986584e-07,0.00026457070142008,0.40066168766876,0.000680007319347968,0.40066168766876,787613.345828612,0.999999744616277,0.999999744616277
22,1,1,1,196.903701487136,4.28262343232168e-10,2.07234504079171e-07,0.00053994313145064,2.07234504079171e-07,0.000118179846799882,0.318126905230027,0.000539943131450639,0.318126905230027,1969036.37741907,0.999999918913258,0.999999918913258,0.00339940814443754,0.00656145491680276,8.56152688717522,0.00656145491680276,0.0141837073326727,18.624441795061,8.56152688717521,18.6244417950609,57189769.6897997,0.999999687110749,0.999999687110749,4.06984896524485e-10,1.96086009184624e-07,0.000383235409530574,1.96086009184624e-07,0.000111833638522528,0.225799458886735,0.000383235409530574,0.225799458886735,787614.170538811,0.999999856098182,0.999999856098182
23,1,1,1,196.903719524054,1.80364519671017e-10,8.76055806908151e-08,0.00030428678362954,8.76055806908151e-08,4.99544441016476e-05,0.179280057088362,0.00030428678362954,0.179280057088362,1969036.83602172,0.99999995430791,0.99999995430791,0.00143167642503222,0.0027737683640242,4.82488119989545,0.0027737683640242,0.00599543664865219,10.4957803464011,4.82488119989545,10.4957803464011,57189831.678753,0.99999982372118,0.99999982372118,1.71304937292867e-10,8.28938016316685e-08,0.000215977252580256,8.28938016316686e-08,4.72719387199526e-05,0.127250762092011,0.000215977252580256,0.127250762092011,787614.550967627,0.999999918913258,0.999999918913258
24,1,1,1,196.903726849964,7.59991262245575e-11,3.7033627515753e-08,0.000171479680820157,3.7033627515753e-08,2.11156514904615e-05,0.101032021904568,0.000171479680820157,0.101032021904568,1969037.06607144,0.999999974252339,0.999999974252339,0.000603257185790924,0.0011725592731538,2.71904460800778,0.0011725592731538,0.00253426077397653,5.91482057900628,2.71904460800778,5.91482057900628,57189858.0369074,0.99999990068025,0.99999990068025,7.21458078684067e-11,3.5042232276326e-08,0.000121714713451816,3.5042232276326e-08,1.9981777640659e-05,0.0717120228353447,0.000121714713451816,0.0717120228353446,787614.734408689,0.99999995430791,0.99999995430791
25,1,1,1,196.903729936737,3.2037112382709e-11,1.56551088502048e-08,9.66358196040091e-05,1.56551088502048e-08,8.92554027459028e-06,0.0569354407630947,9.66358196040091e-05,0.0569354407630947,1969037.18529426,0.999999985490959,0.999999985490959,0.000254300567754503,0.000495672354614786,1.53229312730741,0.000495672354614786,0.00107122666455321,3.33322783412412,1.53229312730741,3.33322783412412,57189869.7439954,0.999999944038342,0.999999944038342,3.0399650489823e-11,1.48134510063012e-08,6.85918723280629e-05,1.48134510063012e-08,8.44626059618459e-06,0.040412808761827,6.85918723280629e-05,0.040412808761827,787614.826428578,0.999999974252339,0.999999974252339
26,1,1,1,196.903731293998,1.35101509129644e-11,6.61777268587043e-09,5.4457855136784e-05,6.61777268587043e-09,3.77280426333072e-06,0.032085126297612,5.4457855136784e-05,0.032085126297612,1969037.24865703,0.999999991823965,0.999999991823965,0.000107239354941367,0.000209532055558414,0.86350384042279,0.000209532055558414,0.000452804930729961,1.87839049235238,0.863503840422789,1.87839049235238,57189875.1866253,0.999999968467376,0.999999968467376,1.28148449530836e-11,6.2620435400819e-09,3.86543278416037e-05,6.2620435400819e-09,3.57021610983611e-06,0.0227741763052379,3.86543278416036e-05,0.0227741763052379,787614.874117704,0.999999985490959,0.999999985490959
27,1,1,1,196.903731918591,5.69911217832521e-12,2.79746091775475e-09,3.06888515993908e-05,2.79746091775475e-09,1.59475445481083e-06,0.0180810181581873,3.06888515993908e-05,0.0180810181581873,1969037.2829609,0.999999995392673,0.999999995392673,4.52377724541365e-05,8.8573267201825e-05,0.486613762070971,8.8573267201825e-05,0.000191399455681515,1.05853412565826,0.486613762070971,1.05853412565826,57189877.8299849,0.999999982231916,0.999999982231916,5.40406036518576e-12,2.64710907434817e-09,2.17831420547136e-05,2.64710907434817e-09,1.50912170533229e-06,0.0128340505190448,2.17831420547136e-05,0.0128340505190448,787614.899462811,0.999999991823965,0.999999991823965
28,1,1,1,196.903732219095,2.40478010198062e-12,1.1825325300741e-09,1.72941423247346e-05,1.1825325300741e-09,6.74098269793456e-07,0.0101892110300213,1.72941423247346e-05,0.0101892110300213,1969037.30177726,0.999999997403686,0.999999997403686,1.90883936759947e-05,3.74413704403864e-05,0.27422230840448,3.74413704403864e-05,8.09040167451142e-05,0.596516449901886,0.27422230840448,0.596516449901886,57189879.1641019,0.999999989987805,0.999999989987805,2.27964487133008e-12,1.1189843671019e-09,1.22755406397563e-05,1.1189843671019e-09,6.37901781924331e-07,0.00723240726327491,1.22755406397563e-05,0.00723240726327491,787614.913184358,0.999999995392672,0.999999995392672
29,1,1,1,196.903732369549,1.01495831802549e-12,4.99872742586029e-10,9.74576960300072e-06,4.99872742586029e-10,2.84939382255231e-07,0.0057419200378202,9.74576960300072e-06,0.0057419200378202,1969037.31219187,0.999999998536925,0.999999998536925,8.05642233558623e-06,1.58269815664819e-05,0.154532522944519,1.58269815664819e-05,3.41978927931295e-05,0.336154493272387,0.154532522944519,0.336154493272387,57189879.8588536,0.999999994358116,0.999999994358116,9.61912040792246e-13,4.73013012029642e-10,6.91765692989383e-06,4.73013012029642e-10,2.69639307917382e-07,0.00407568441200853,6.91765692989383e-06,0.00407568441200853,787614.920710905,0.999999997403686,0.999999997403686
30,1,1,1,196.903732447402,4.2846113543386e-13,2.11301928831817e-10,5.49202233003198e-06,2.11301928831817e-10,1.20443024286813e-07,0.00323573468514467,5.49202233003198e-06,0.00323573468514467,1969037.31799145,0.999999999175526,0.999999999175526,3.40099078066263e-06,6.69024622510254e-06,0.0870835348975344,6.69024622510254e-06,1.44553468429174e-05,0.189432555839407,0.0870835348975344,0.189432555839407,57189880.2294256,0.999999996820758,0.999999996820758,4.05983327210195e-13,1.99949097034412e-10,3.89830784120029e-06,1.99949097034412e-10,1.13975752902092e-07,0.00229676801512808,3.89830784120029e-06,0.00229676801512808,787614.924876749,0.999999998536925,0.999999998536925
