Cost,Het,R,WW,RW,RR
0.108,0.25,1.07198237422469e-07,0.999999873327568,3.89483883228812e-08,8.7724043261028e-08
0.109,0.25,1.06345211134831e-07,0.999999874185334,3.89389098582761e-08,8.68757562056927e-08
0.11,0.25,1.05507632112575e-07,0.99999987502765,3.8929436798669e-08,8.60429137132402e-08
0.111,0.25,1.04685079906529e-07,0.999999875854937,3.89199669503796e-08,8.52250964313391e-08
0.112,0.25,1.03877154561389e-07,0.999999876667594,3.89105023998496e-08,8.44219033614643e-08
0.113,0.25,1.03083465829284e-07,0.999999877466014,3.89010409740279e-08,8.36329453422703e-08
0.114,0.25,1.02303641844754e-07,0.999999878250566,3.88915847418207e-08,8.28578494738438e-08
0.115,0.25,1.01537325208976e-07,0.999999879021607,3.88821350527888e-08,8.20962576825821e-08
0.116,0.25,1.0078415410998e-07,0.999999879779502,3.88726873603519e-08,8.13478104298037e-08
0.117,0.25,1.00043803337185e-07,0.999999880524574,3.88632458588254e-08,8.06121804077724e-08
0.118,0.25,9.93159417671369e-08,0.999999881257154,3.88538084787317e-08,7.9889037527771e-08
0.119,0.25,9.86002550169865e-08,0.999999881977557,3.88443755131831e-08,7.91780672603949e-08
0.12,0.25,9.7896439515139e-08,0.999999882686087,3.88349476397688e-08,7.84789656952546e-08
0.121,0.25,9.72042009755216e-08,0.999999883383037,3.88255240040404e-08,7.77914389735014e-08
0.122,0.25,9.65232522571302e-08,0.999999884068695,3.88161046931119e-08,7.71151999105743e-08
0.123,0.25,9.58533227417526e-08,0.999999884743332,3.8806690442645e-08,7.64499775204301e-08
0.124,0.25,9.51941433465456e-08,0.999999885407216,3.87972805023946e-08,7.57955030953483e-08
0.125,0.25,9.45454546569795e-08,0.999999886060608,3.87878752335169e-08,7.51515170402211e-08
0.126,0.25,9.39070063515899e-08,0.999999886703757,3.87784736923693e-08,7.45177695054052e-08
0.127,0.25,9.32785617748066e-08,0.999999887336899,3.87690778759582e-08,7.38940228368275e-08
0.128,0.25,9.26598829561847e-08,0.999999887960274,3.87596862081353e-08,7.3280039852117e-08
0.129,0.25,9.20507429518541e-08,0.999999888574107,3.87502991505646e-08,7.26755933765718e-08
0.13,0.25,9.14509205939711e-08,0.999999889178621,3.87409162001625e-08,7.20804624938899e-08
0.131,0.25,9.08602057923684e-08,0.999999889774025,3.87315381865133e-08,7.14944366991118e-08
0.132,0.25,9.02783897290833e-08,0.999999890360528,3.87221653402051e-08,7.09173070589807e-08
0.133,0.25,8.97052675451828e-08,0.999999890938335,3.87127951842655e-08,7.034886995305e-08
0.134,0.25,8.91406536606397e-08,0.999999891507631,3.87034315979656e-08,6.97889378616568e-08
0.135,0.25,8.85843516072387e-08,0.999999892068613,3.86940715733291e-08,6.92373158205742e-08
0.136,0.25,8.80361806458406e-08,0.999999892621461,3.86847157828229e-08,6.86938227544292e-08
0.137,0.25,8.7495962636543e-08,0.999999893166355,3.86753647161845e-08,6.81582802784507e-08
0.138,0.25,8.69635257287313e-08,0.999999893703465,3.86660185167932e-08,6.76305164703347e-08
0.139,0.25,8.64387001668919e-08,0.999999894232961,3.86566768352381e-08,6.71103617492729e-08
0.14,0.25,8.59213233520649e-08,0.999999894755007,3.86473388259143e-08,6.65976539391078e-08
0.141,0.25,8.54112378537235e-08,0.999999895269759,3.86380060816638e-08,6.60922348128916e-08
0.142,0.25,8.49082888806968e-08,0.999999895777372,3.8628677676501e-08,6.55939500424463e-08
0.143,0.25,8.44123281999356e-08,0.999999896277995,3.86193544628639e-08,6.51026509685036e-08
0.144,0.25,8.39232073120274e-08,0.999999896771775,3.8610034689487e-08,6.46181899672839e-08
0.145,0.25,8.34407876902044e-08,0.999999897258852,3.86007202313678e-08,6.41404275745204e-08
0.146,0.25,8.29649295344532e-08,0.999999897739365,3.85914099585526e-08,6.36692245551768e-08
0.147,0.25,8.24954992916854e-08,0.999999898213449,3.85821038644423e-08,6.32044473594642e-08
0.148,0.25,8.20323679939096e-08,0.999999898681231,3.85728024475343e-08,6.27459667701424e-08
0.149,0.25,8.15754099923195e-08,0.999999899142837,3.85635060252333e-08,6.22936569797029e-08
0.15,0.25,8.11244991355568e-08,0.999999899598394,3.85542145163738e-08,6.18473918773699e-08
0.151,0.25,8.06795124158979e-08,0.999999900048025,3.85449253282174e-08,6.14070497517892e-08
0.152,0.25,8.02403383531679e-08,0.999999900491841,3.85356414838663e-08,6.09725176112347e-08
0.153,0.25,7.98068639833265e-08,0.999999900929954,3.85263632876784e-08,6.05436823394873e-08
0.154,0.25,7.93789732448124e-08,0.999999901362483,3.85170884852839e-08,6.01204290021705e-08
0.155,0.25,7.89565603355739e-08,0.999999901789531,3.85078180601935e-08,5.97026513054771e-08
0.156,0.25,7.85395212892088e-08,0.999999902211202,3.84985527074814e-08,5.92902449354681e-08
0.157,0.25,7.81277536047382e-08,0.9999999026276,3.84892925238701e-08,5.88831073428032e-08
0.158,0.25,7.7721152908659e-08,0.99999990303883,3.84800350963913e-08,5.84811353604633e-08
0.159,0.25,7.7319625951344e-08,0.999999903444982,3.84707830697206e-08,5.80842344164837e-08
0.16,0.25,7.69230749912188e-08,0.999999903846158,3.8461534758096e-08,5.76923076121708e-08
0.161,0.25,7.65314089277966e-08,0.999999904242446,3.84522909607667e-08,5.73052634474132e-08
0.162,0.25,7.61445395258107e-08,0.999999904633934,3.84430526939562e-08,5.69230131788326e-08
0.163,0.25,7.57623745213572e-08,0.999999905020716,3.84338179995234e-08,5.65454655215955e-08
0.164,0.25,7.53848304698087e-08,0.999999905402875,3.84245885202865e-08,5.61725362096654e-08
0.165,0.25,7.50118218162232e-08,0.999999905780497,3.84153626269167e-08,5.58041405027648e-08
0.166,0.25,7.46432669160591e-08,0.999999906153662,3.84061416306663e-08,5.5440196100726e-08
0.167,0.25,7.42790862539871e-08,0.999999906522451,3.83969248311439e-08,5.50806238384152e-08
0.168,0.25,7.39192027474148e-08,0.999999906886941,3.8387713062526e-08,5.47253462161517e-08
0.169,0.25,7.35635371802571e-08,0.999999907247211,3.83785046845399e-08,5.43742848379871e-08
0.17,0.25,7.32120173369954e-08,0.999999907603332,3.83693013585591e-08,5.40273666577158e-08
0.171,0.25,7.28645700625071e-08,0.999999907955379,3.83601019815013e-08,5.36845190717564e-08
0.172,0.25,7.25211257059581e-08,0.99999990830342,3.83509076782798e-08,5.33456718668182e-08
0.173,0.25,7.21816121123219e-08,0.999999908647529,3.83417172082684e-08,5.30107535081876e-08
0.174,0.25,7.18459628273914e-08,0.999999908987772,3.8332531176298e-08,5.26796972392424e-08
0.175,0.25,7.15141126973582e-08,0.999999909324212,3.83233499263951e-08,5.23524377341607e-08
0.176,0.25,7.11859963044793e-08,0.999999909656917,3.83141726186822e-08,5.20289099951382e-08
0.177,0.25,7.08615494594168e-08,0.999999909985951,3.83049998796749e-08,5.17090495195794e-08
0.178,0.25,7.05407122205718e-08,0.999999910311372,3.82958320976045e-08,5.13927961717696e-08
0.179,0.25,7.02234225568354e-08,0.999999910633243,3.82866681601055e-08,5.10800884767826e-08
0.18,0.25,6.99096217907957e-08,0.999999910951624,3.82775089294931e-08,5.07708673260492e-08
0.181,0.25,6.95992519785492e-08,0.999999911266571,3.82683539739578e-08,5.04650749915704e-08
0.182,0.25,6.92922555374878e-08,0.999999911578143,3.82592025152643e-08,5.01626542798557e-08
0.183,0.25,6.89885799741302e-08,0.999999911886392,3.82500565676942e-08,4.9863551690283e-08
0.184,0.25,6.86881699705016e-08,0.999999912191372,3.82409151767205e-08,4.95677123821413e-08
0.185,0.25,6.83909702690575e-08,0.999999912493141,3.82317769388615e-08,4.92750817996268e-08
0.186,0.25,6.8096932884053e-08,0.999999912791745,3.82226441617018e-08,4.89856108032021e-08
0.187,0.25,6.78060042479283e-08,0.999999913087238,3.82135150106532e-08,4.86992467426017e-08
0.188,0.25,6.75181361669805e-08,0.999999913379669,3.82043906036859e-08,4.84159408651375e-08
0.189,0.25,6.72332795003228e-08,0.999999913669085,3.81952703947154e-08,4.81356443029651e-08
0.19,0.25,6.69513873176966e-08,0.999999913955535,3.81861548140318e-08,4.78583099106807e-08
0.191,0.25,6.66724120157561e-08,0.999999914239067,3.81770429874223e-08,4.7583890522045e-08
0.192,0.25,6.63963102254604e-08,0.999999914519722,3.81679363324302e-08,4.73123420592453e-08
0.193,0.25,6.61230327589336e-08,0.999999914797551,3.81588323279684e-08,4.70436165949494e-08
0.194,0.25,6.58525429056913e-08,0.99999991507259,3.81497349987496e-08,4.67776754063164e-08
0.195,0.25,6.55847901207468e-08,0.99999991534489,3.81406398668361e-08,4.65144701873287e-08
0.196,0.25,6.53197392552083e-08,0.999999915614485,3.8131550730728e-08,4.62539638898443e-08
0.197,0.25,6.50573454074752e-08,0.999999915881422,3.81224652200891e-08,4.59961127974306e-08
0.198,0.25,6.47975690750601e-08,0.999999916145739,3.81133839076126e-08,4.57408771212538e-08
0.199,0.25,6.45403709379295e-08,0.999999916407475,3.81043072350559e-08,4.54882173204016e-08
0.2,0.25,6.42857131109757e-08,0.999999916666669,3.80952349434829e-08,4.52380956392342e-08
0.201,0.25,6.40335558103997e-08,0.999999916923361,3.80861667339876e-08,4.49904724434059e-08
0.202,0.25,6.37838643346168e-08,0.999999917177584,3.80771034374433e-08,4.47453126158952e-08
0.203,0.25,6.35365988126551e-08,0.99999991742938,3.80680429061262e-08,4.4502577359592e-08
0.204,0.25,6.32917289379586e-08,0.999999917678777,3.80589887801173e-08,4.42622345478999e-08
0.205,0.25,6.3049213960926e-08,0.999999917925817,3.80499373650017e-08,4.40242452784252e-08
0.206,0.25,6.28090226954625e-08,0.999999918170532,3.80408907053525e-08,4.37885773427862e-08
0.207,0.25,6.25711217683204e-08,0.999999918412954,3.80318484294963e-08,4.35551975535722e-08
0.208,0.25,6.23354766674743e-08,0.999999918653118,3.80228104207256e-08,4.33240714571115e-08
0.209,0.25,6.21020567953368e-08,0.999999918891055,3.80137773997066e-08,4.30951680954835e-08
0.21,0.25,6.18708274285909e-08,0.999999919126799,3.80047472994445e-08,4.28684537788687e-08
0.211,0.25,6.16417600482455e-08,0.999999919360379,3.79957221307695e-08,4.26438989828607e-08
0.212,0.25,6.14148231643409e-08,0.999999919591826,3.79867008135362e-08,4.24214727575728e-08
0.213,0.25,6.11899880365374e-08,0.99999991982117,3.79776848255573e-08,4.22011456237588e-08
0.214,0.25,6.09672250991206e-08,0.999999920048438,3.79686735752732e-08,4.1982888311484e-08
0.215,0.25,6.07465022215224e-08,0.999999920273665,3.79596649087931e-08,4.17666697671258e-08
0.216,0.25,6.05277947432762e-08,0.999999920496874,3.7950661455371e-08,4.15524640155907e-08
0.217,0.25,6.03110708349688e-08,0.999999920718099,3.79416609304442e-08,4.13402403697467e-08
0.218,0.25,6.00963086794232e-08,0.999999920937358,3.79326661454969e-08,4.11299756066747e-08
0.219,0.25,5.98834785083454e-08,0.999999921154684,3.7923675504171e-08,4.09216407562599e-08
0.22,0.25,5.96725532708282e-08,0.999999921370102,3.79146888434938e-08,4.07152088490813e-08
0.221,0.25,5.94635077977752e-08,0.999999921583639,3.79057062667625e-08,4.0510654664394e-08
0.222,0.25,5.92563176082626e-08,0.999999921795318,3.7896728400697e-08,4.03079534079141e-08
0.223,0.25,5.9050957510808e-08,0.999999922005165,3.78877547663884e-08,4.01070801276138e-08
0.224,0.25,5.88474009761958e-08,0.999999922213207,3.78787846420818e-08,3.99080086551549e-08
0.225,0.25,5.8645626319865e-08,0.999999922419464,3.78698194547899e-08,3.97107165924701e-08
0.226,0.25,5.84456091350178e-08,0.999999922623962,3.78608583598976e-08,3.9515179955069e-08
0.227,0.25,5.82473252028587e-08,0.999999922826724,3.78519008746772e-08,3.93213747655201e-08
0.228,0.25,5.80507546951726e-08,0.999999923027771,3.78429488667258e-08,3.91292802618097e-08
0.229,0.25,5.78558716711153e-08,0.999999923227128,3.78340000610444e-08,3.89388716405931e-08
0.23,0.25,5.76626575256882e-08,0.999999923424814,3.78250569626009e-08,3.87501290443877e-08
0.231,0.25,5.74710868278164e-08,0.999999923620855,3.78161163485484e-08,3.85630286535422e-08
0.232,0.25,5.72811412362932e-08,0.999999923815268,3.78071807524382e-08,3.83775508600741e-08
0.233,0.25,5.70927981893958e-08,0.999999924008077,3.77982490093997e-08,3.8193673684696e-08
0.234,0.25,5.69060375616647e-08,0.999999924199302,3.77893214453515e-08,3.8011376838989e-08
0.235,0.25,5.67208400165347e-08,0.999999924388961,3.77803981923218e-08,3.78306409203738e-08
0.236,0.25,5.65371849311018e-08,0.999999924577076,3.77714790905263e-08,3.76514453858387e-08
0.237,0.25,5.63550554990458e-08,0.999999924763662,3.77625655213461e-08,3.74737727383728e-08
0.238,0.25,5.61744270496821e-08,0.999999924948746,3.77536547590072e-08,3.72975996701785e-08
0.239,0.25,5.59952848755456e-08,0.999999925132341,3.7744748665167e-08,3.71229105429621e-08
0.24,0.25,5.58176076940188e-08,0.99999992531447,3.77358454098678e-08,3.69496849890849e-08
0.241,0.25,5.56413813369787e-08,0.999999925495144,3.77269487589231e-08,3.67779069575171e-08
0.242,0.25,5.54665841835369e-08,0.999999925674388,3.77180546691605e-08,3.66075568489566e-08
0.243,0.25,5.52932007152598e-08,0.999999925852216,3.77091658197985e-08,3.64386178053605e-08
0.244,0.25,5.5121211660404e-08,0.999999926028648,3.77002801764847e-08,3.62710715721617e-08
0.245,0.25,5.49506008135828e-08,0.9999999262037,3.7691398915532e-08,3.61049013558168e-08
0.246,0.25,5.47813517957594e-08,0.999999926377387,3.76825220137866e-08,3.59400907888661e-08
0.247,0.25,5.46134481837397e-08,0.999999926549727,3.76736493021844e-08,3.57766235326475e-08
0.248,0.25,5.44468721945138e-08,0.999999926720738,3.76647797178396e-08,3.5614482335594e-08
0.249,0.25,5.42816117473112e-08,0.99999992689043,3.76559168832491e-08,3.54536533056866e-08
0.25,0.25,5.4117646569207e-08,0.999999927058825,3.76470567039144e-08,3.52941182172498e-08
0.251,0.25,5.395496189588e-08,0.999999927225938,3.76381996803561e-08,3.51358620557019e-08
0.252,0.25,5.37935455679452e-08,0.99999992739178,3.76293487130822e-08,3.49788712114041e-08
0.253,0.25,5.36333790209466e-08,0.999999927556371,3.76205005147597e-08,3.48231287635668e-08
0.254,0.25,5.34744497646305e-08,0.999999927719722,3.76116568416401e-08,3.46686213438104e-08
0.255,0.25,5.33167432379631e-08,0.999999927881848,3.76028176380927e-08,3.45153344189168e-08
0.256,0.25,5.31602436404782e-08,0.999999928042765,3.75939825556479e-08,3.43632523626542e-08
0.257,0.25,5.30049369185879e-08,0.999999928202488,3.75851509484403e-08,3.42123614443677e-08
0.258,0.25,5.28508111729611e-08,0.999999928361027,3.7576324072489e-08,3.40626491367166e-08
0.259,0.25,5.26978518015725e-08,0.999999928518397,3.75675017243247e-08,3.39141009394102e-08
0.26,0.25,5.25460441465317e-08,0.999999928674614,3.75586826876989e-08,3.37667028026823e-08
0.261,0.25,5.23953765370609e-08,0.999999928829689,3.75498681090124e-08,3.36204424825547e-08
0.262,0.25,5.22458356273877e-08,0.999999928983635,3.75410581242503e-08,3.34753065652626e-08
0.263,0.25,5.20974079177314e-08,0.999999929136466,3.75322516676312e-08,3.33312820839158e-08
0.264,0.25,5.19500810337571e-08,0.999999929288194,3.75234492085681e-08,3.3188356429473e-08
0.265,0.25,5.1803843079059e-08,0.999999929438831,3.75146514373643e-08,3.30465173603768e-08
0.266,0.25,5.16586816009787e-08,0.99999992958839,3.75058575803385e-08,3.29057528108094e-08
0.267,0.25,5.15145840352068e-08,0.999999929736882,3.74970681534732e-08,3.27660499584702e-08
0.268,0.25,5.13715382545054e-08,0.999999929884321,3.74882821012333e-08,3.26273972038887e-08
0.269,0.25,5.12295336775431e-08,0.999999930030716,3.74795006798037e-08,3.24897833376413e-08
0.27,0.25,5.10885583943142e-08,0.99999993017608,3.74707238853182e-08,3.2353196451655e-08
0.271,0.25,5.09485997957814e-08,0.999999930320425,3.74619498901714e-08,3.22176248506957e-08
0.272,0.25,5.08096478215232e-08,0.999999930463762,3.74531807041642e-08,3.20830574694411e-08
0.273,0.25,5.06716936592251e-08,0.999999930606098,3.74444168763614e-08,3.19494852210444e-08
0.274,0.25,5.05347208868061e-08,0.999999930747452,3.74356551936631e-08,3.18168932899745e-08
0.275,0.25,5.03987235019569e-08,0.999999930887827,3.7426898472199e-08,3.16852742658574e-08
0.276,0.25,5.02636876547588e-08,0.99999993102724,3.74181449558302e-08,3.15546151768437e-08
0.277,0.25,5.01296067306373e-08,0.999999931165695,3.74093964708275e-08,3.14249084952235e-08
0.278,0.25,4.99964675382524e-08,0.999999931303206,3.74006520555346e-08,3.12961415104851e-08
0.279,0.25,4.98642607043098e-08,0.999999931439783,3.73919117746782e-08,3.11683048169707e-08
0.28,0.25,4.97329767076274e-08,0.999999931575436,3.73831752061052e-08,3.10413891045747e-08
0.281,0.25,4.96026041396859e-08,0.999999931710175,3.73744425484664e-08,3.09153828654527e-08
0.282,0.25,4.94731353085391e-08,0.999999931844008,3.73657142712863e-08,3.07902781728959e-08
0.283,0.25,4.93445612218303e-08,0.999999931976943,3.73569909087505e-08,3.06660657674551e-08
0.284,0.25,4.92168700421646e-08,0.999999932108995,3.73482709190709e-08,3.05427345826291e-08
0.285,0.25,4.9090052731909e-08,0.99999993224017,3.7339554762042e-08,3.0420275350888e-08
0.286,0.25,4.89641002870521e-08,0.999999932370479,3.73308417910124e-08,3.02986793915459e-08
0.287,0.25,4.88390047584599e-08,0.999999932499928,3.73221336156314e-08,3.01779379506442e-08
0.288,0.25,4.87147599595382e-08,0.999999932628524,3.73134316629001e-08,3.00580441280881e-08
0.289,0.25,4.85913499031959e-08,0.999999932756285,3.73047305261711e-08,2.99389846401103e-08
0.29,0.25,4.84687707269392e-08,0.999999932883212,3.72960342638245e-08,2.9820753595027e-08
0.291,0.25,4.83470138233377e-08,0.999999933009315,3.72873423982471e-08,2.97033426242142e-08
0.292,0.25,4.82260712008735e-08,0.999999933134601,3.72786557491725e-08,2.95867433262873e-08
0.293,0.25,4.81059325542335e-08,0.999999933259082,3.72699720806463e-08,2.94709465139103e-08
0.294,0.25,4.79865896573929e-08,0.999999933382764,3.7261292241651e-08,2.93559435365673e-08
0.295,0.25,4.78680371908922e-08,0.999999933505654,3.72526178065001e-08,2.92417282876421e-08
0.296,0.25,4.77502634152921e-08,0.999999933627764,3.72439457161175e-08,2.91282905572334e-08
0.297,0.25,4.76332631469631e-08,0.999999933749098,3.72352785462475e-08,2.90156238738393e-08
0.298,0.25,4.7517027765177e-08,0.999999933869665,3.7226615207148e-08,2.8903720161603e-08
0.299,0.25,4.7401548986837e-08,0.999999933989473,3.72179550885828e-08,2.87925714425456e-08
0.3,0.25,4.72868214175315e-08,0.999999934108528,3.72093004485474e-08,2.86821711932579e-08
0.301,0.25,4.71728351902564e-08,0.99999993422684,3.72006492185892e-08,2.85725105809618e-08
0.302,0.25,4.70595839210045e-08,0.999999934344415,3.71920017504785e-08,2.84635830457652e-08
0.303,0.25,4.69470604238553e-08,0.99999993446126,3.71833588712843e-08,2.83553809882132e-08
0.304,0.25,4.68352564844992e-08,0.999999934577384,3.7174719112338e-08,2.82478969283302e-08
0.305,0.25,4.67241659413068e-08,0.999999934692792,3.71660831766589e-08,2.81411243529774e-08
0.306,0.25,4.66137834132899e-08,0.99999993480749,3.71574526496605e-08,2.80350570884597e-08
0.307,0.25,4.65040994109278e-08,0.999999934921488,3.71488254480949e-08,2.79296866868804e-08
0.308,0.25,4.63951075468771e-08,0.999999935034792,3.71402015479611e-08,2.78250067728965e-08
0.309,0.25,4.6286803720605e-08,0.999999935147405,3.71315832425656e-08,2.77210120993222e-08
0.31,0.25,4.6179176859633e-08,0.99999993525934,3.71229673169259e-08,2.76176932011701e-08
0.311,0.25,4.60722240983809e-08,0.999999935370598,3.71143559920604e-08,2.75150461023507e-08
0.312,0.25,4.59659381501572e-08,0.999999935481187,3.71057493570913e-08,2.74130634716115e-08
0.313,0.25,4.58603114798732e-08,0.999999935591115,3.70971459753263e-08,2.731173849221e-08
0.314,0.25,4.57553386331957e-08,0.999999935700388,3.7088546838763e-08,2.72110652138142e-08
0.315,0.25,4.56510127780425e-08,0.999999935809012,3.70799509013458e-08,2.71110373273696e-08
0.316,0.25,4.55473301200199e-08,0.99999993591699,3.70713606610559e-08,2.7011649789492e-08
0.317,0.25,4.54442809846304e-08,0.999999936024333,3.70627728017742e-08,2.69128945837433e-08
0.318,0.25,4.53418620293879e-08,0.999999936131043,3.70541896002138e-08,2.6814767229281e-08
0.319,0.25,4.5240066205494e-08,0.999999936237129,3.70456102729976e-08,2.67172610689952e-08
0.32,0.25,4.51388879079036e-08,0.999999936342595,3.70370345184515e-08,2.66203706486779e-08
0.321,0.25,4.50383227502787e-08,0.999999936447445,3.70284641402921e-08,2.65240906801327e-08
0.322,0.25,4.49383611355748e-08,0.999999936551691,3.70198956443019e-08,2.64284133134238e-08
0.323,0.25,4.48390023000044e-08,0.999999936655331,3.7011332756976e-08,2.63333359215164e-08
0.324,0.25,4.47402373870795e-08,0.999999936758376,3.70027730382923e-08,2.62388508679333e-08
0.325,0.25,4.46420634729956e-08,0.999999936860827,3.69942182001891e-08,2.6144954372901e-08
0.326,0.25,4.45444721063145e-08,0.999999936962695,3.69856666992825e-08,2.60516387566732e-08
0.327,0.25,4.4447458852675e-08,0.999999937063982,3.69771180772897e-08,2.59588998140301e-08
0.328,0.25,4.43510208767781e-08,0.999999937164692,3.69685748648146e-08,2.58667334443707e-08
0.329,0.25,4.42551508778554e-08,0.999999937264831,3.69600358169766e-08,2.57751329693671e-08
0.33,0.25,4.41598427144305e-08,0.999999937364408,3.69514993473924e-08,2.56840930407344e-08
0.331,0.25,4.40650941672379e-08,0.999999937463422,3.69429680762816e-08,2.55936101290971e-08
0.332,0.25,4.39708983661274e-08,0.999999937561881,3.69344405562378e-08,2.55036780880085e-08
0.333,0.25,4.38772494378473e-08,0.999999937659793,3.69259161635324e-08,2.54142913560811e-08
0.334,0.25,4.37841421462454e-08,0.999999937757161,3.69173943937689e-08,2.5325444949361e-08
0.335,0.25,4.36915774697181e-08,0.999999937853982,3.69088803406491e-08,2.52371372993936e-08
0.336,0.25,4.35995415637398e-08,0.999999937950275,3.69003664166669e-08,2.51493583554064e-08
0.337,0.25,4.35080381829437e-08,0.999999938046032,3.68918591805919e-08,2.50621085926478e-08
0.338,0.25,4.34170568838466e-08,0.999999938141266,3.68833545509861e-08,2.49753796083536e-08
0.339,0.25,4.33265967132357e-08,0.999999938235976,3.68748549724079e-08,2.48891692270318e-08
0.34,0.25,4.32366496322654e-08,0.999999938330171,3.68663582403119e-08,2.48034705121095e-08
0.341,0.25,4.31472131701056e-08,0.999999938423854,3.68578653439943e-08,2.47182804981084e-08
0.342,0.25,4.305828234744e-08,0.999999938517029,3.68493764110157e-08,2.46335941419321e-08
0.343,0.25,4.29698529874177e-08,0.999999938609701,3.68408912855503e-08,2.45494073446425e-08
0.344,0.25,4.28819211896428e-08,0.999999938701874,3.68324102320847e-08,2.44657160736005e-08
0.345,0.25,4.27944827129095e-08,0.99999993879355,3.68239338891373e-08,2.43825157683409e-08
0.346,0.25,4.27075325816348e-08,0.999999938884737,3.68154610151925e-08,2.42998020740386e-08
0.347,0.25,4.2621065593633e-08,0.999999938975439,3.68069912586207e-08,2.42175699643227e-08
0.348,0.25,4.25350800809601e-08,0.999999939065657,3.67985265335532e-08,2.41358168141835e-08
0.349,0.25,4.24495705161847e-08,0.999999939155397,3.6790065493472e-08,2.40545377694487e-08
0.35,0.25,4.23645314260112e-08,0.999999939244665,3.67816073172097e-08,2.39737277674063e-08
0.351,0.25,4.22799607441325e-08,0.999999939333463,3.67731534545101e-08,2.38933840168774e-08
0.352,0.25,4.21958548141761e-08,0.999999939421793,3.67647038868252e-08,2.38135028707635e-08
0.353,0.25,4.21122091581699e-08,0.999999939509661,3.67562586623596e-08,2.37340798269901e-08
0.354,0.25,4.20290183478076e-08,0.999999939597074,3.6747815996881e-08,2.36551103493671e-08
0.355,0.25,4.194628045921e-08,0.999999939684031,3.67393777586168e-08,2.35765915799016e-08
0.356,0.25,4.18639917183526e-08,0.999999939770536,3.67309439933413e-08,2.3498519721682e-08
0.357,0.25,4.1782146761334e-08,0.999999939856597,3.67225130742805e-08,2.34208902241937e-08
0.358,0.25,4.17007431832013e-08,0.999999939942213,3.67140867562781e-08,2.33436998050622e-08
0.359,0.25,4.16197783738374e-08,0.999999940027389,3.67056650860912e-08,2.32669458307918e-08
0.36,0.25,4.1539244343715e-08,0.999999940112133,3.66972453957322e-08,2.31906216458489e-08
0.361,0.25,4.14591428840789e-08,0.999999940196441,3.66888311428304e-08,2.31147273126637e-08
0.362,0.25,4.13794661451398e-08,0.999999940280324,3.66804194326698e-08,2.30392564288049e-08
0.363,0.25,4.13002133029674e-08,0.999999940363781,3.66720121229287e-08,2.2964207241503e-08
0.364,0.25,4.12213801283163e-08,0.999999940446815,3.6663608702538e-08,2.28895757770474e-08
0.365,0.25,4.11429635779332e-08,0.999999940529432,3.66552095191391e-08,2.28153588183636e-08
0.366,0.25,4.10649597309876e-08,0.999999940611633,3.66468142592952e-08,2.274155260134e-08
0.367,0.25,4.09873646896712e-08,0.999999940693424,3.66384224161321e-08,2.26681534816051e-08
0.368,0.25,4.09101754321376e-08,0.999999940774807,3.66300342827831e-08,2.25951582907461e-08
0.369,0.25,4.08333905081289e-08,0.999999940855784,3.66216510228615e-08,2.25225649966982e-08
0.37,0.25,4.07570028356156e-08,0.999999940936362,3.66132698265956e-08,2.24503679223178e-08
0.371,0.25,4.0681013383058e-08,0.99999994101654,3.66048940541237e-08,2.23785663559961e-08
0.372,0.25,4.06054159529168e-08,0.999999941096323,3.65965213321554e-08,2.23071552868391e-08
0.373,0.25,4.05302089870703e-08,0.999999941175715,3.65881528960799e-08,2.22361325390303e-08
0.374,0.25,4.04553885247023e-08,0.999999941254718,3.65797878453076e-08,2.21654946020485e-08
0.375,0.25,4.03809518257823e-08,0.999999941333335,3.65714266279538e-08,2.20952385118054e-08
0.376,0.25,4.03068952471678e-08,0.99999994141157,3.65630688817719e-08,2.20253608062818e-08
0.377,0.25,4.02332175767659e-08,0.999999941489425,3.65547160183447e-08,2.19558595675936e-08
0.378,0.25,4.01599143224936e-08,0.999999941566902,3.65463667825014e-08,2.18867309312429e-08
0.379,0.25,4.00869823348058e-08,0.999999941644007,3.65380208156385e-08,2.18179719269865e-08
0.38,0.25,4.0014418604111e-08,0.999999941720742,3.6529678386576e-08,2.1749579410823e-08
0.381,0.25,3.99422210133549e-08,0.999999941797109,3.65213397367241e-08,2.16815511449928e-08
0.382,0.25,3.98703882204842e-08,0.999999941873109,3.65130064013833e-08,2.16138850197925e-08
0.383,0.25,3.97989140552273e-08,0.999999941948748,3.65046756671953e-08,2.15465762216296e-08
0.384,0.25,3.97277977578394e-08,0.999999942024028,3.64963487485951e-08,2.14796233835419e-08
0.385,0.25,3.96570357251081e-08,0.999999942098951,3.64880258447864e-08,2.14130228027149e-08
0.386,0.25,3.95866260613872e-08,0.99999994217352,3.64797069626712e-08,2.13467725800516e-08
0.387,0.25,3.95165639924409e-08,0.999999942247741,3.64713901740962e-08,2.12808689053928e-08
0.388,0.25,3.9446850206168e-08,0.99999994232161,3.64630790202763e-08,2.12153106960298e-08
0.389,0.25,3.93774807808078e-08,0.999999942395133,3.64547721224081e-08,2.11500947196037e-08
0.39,0.25,3.93084502921435e-08,0.999999942468316,3.64464668264444e-08,2.10852168789213e-08
0.391,0.25,3.92397605641769e-08,0.999999942541156,3.64381675955982e-08,2.10206767663778e-08
0.392,0.25,3.91714044306704e-08,0.999999942613661,3.64298696017212e-08,2.09564696298098e-08
