Season,PlantDensity,SSSSplants,RSSSplants,RRSSplants,SSRSplants,RSRSplants,RRRSplants,SSRRplants,RSRRplants,RRRRplants,R1plants,R2plants,SSSSseeds,RSSSseeds,RRSSseeds,SSRSseeds,RSRSseeds,RRRSseeds,SSRRseeds,RSRRseeds,RRRRseeds,R1seeds,R2seeds,SSSSrhizomes,RSSSrhizomes,RRSSrhizomes,SSRSrhizomes,RSRSrhizomes,RRRSrhizomes,SSRRrhizomes,RSRRrhizomes,RRRRrhizomes,R1rhizomes,R2rhizomes
11,4.32064877388014e-07,0.00347483238341435,1.52521400391752e-08,2.81661462488627e-08,1.52521400391752e-08,5.8044244228117e-06,6.39151907315323e-07,2.81661462488627e-08,6.39151907315323e-07,0.000838646825655777,0.195003945481035,0.195003945481035,531.230961526242,2.08074275059061e-05,1.70719817326829e-05,2.08074275059061e-05,6.77147802550004e-05,9.58668564588855e-07,1.70719817326829e-05,9.58668564588855e-07,0.000426194661043304,9.20438112246592e-07,9.20438112246592e-07,0.00440199410191458,1.87049914641213e-08,3.46235944640777e-08,1.87049914641213e-08,8.55967096693155e-07,1.66513361022733e-07,3.46235944640777e-08,1.66513361022733e-07,0.000121306035872319,0.0269698711772366,0.0269698711772366
12,6.44050294722919e-07,0.00205721332054951,1.11121822024314e-08,1.91301117523446e-08,1.11121822024314e-08,2.64161061517627e-05,2.01057786427525e-06,1.91301117523446e-08,2.01057786427525e-06,0.00435279188021146,0.678369456870793,0.678369456870793,314.505935109335,1.54568603391074e-05,1.19123974082162e-05,1.54568603391074e-05,0.000297102434323521,4.06537266736295e-06,1.19123974082162e-05,4.06537266736295e-06,0.00222646606143896,7.633358083177e-06,7.633358083177e-06,0.00260612428756076,1.14391050293814e-08,2.11246096866471e-08,1.14391050293814e-08,4.35331831710877e-06,4.79363930486492e-07,2.11246096866471e-08,4.79363930486492e-07,0.000628985119241832,0.195003945481035,0.195003945481035
13,2.39714147069964e-06,0.00121793532301881,1.48156044236701e-08,2.09547271843307e-08,1.48156044236701e-08,7.86539676756426e-05,7.02200931776108e-06,2.09547271843307e-08,7.02200931776108e-06,0.0226607098570032,0.947403334135246,0.947403334135246,186.197456225133,2.15478288940403e-05,1.42152070594591e-05,2.15478288940403e-05,0.000718984385524539,1.81259084185033e-05,1.42152070594591e-05,1.81259084185033e-05,0.0118197946666744,6.56863653519684e-05,6.56863653519684e-05,0.00154290999041213,8.33413665182355e-09,1.43475838142585e-08,8.33413665182355e-09,1.9812079613822e-05,1.50793339820644e-06,1.43475838142585e-08,1.50793339820644e-06,0.00326459391015859,0.678369456870793,0.678369456870793
14,1.19121023707932e-05,0.00072105574267059,3.17124842036857e-08,4.2147984729133e-08,3.17124842036857e-08,0.000154586148814282,2.42164747872664e-05,4.2147984729133e-08,2.42164747872663e-05,0.118196801145935,0.993195602707632,0.993195602707632,110.234712082047,4.70364297768975e-05,3.03361299291883e-05,4.70364297768975e-05,0.00092822340708663,6.09469479405879e-05,3.03361299291883e-05,6.09469479405879e-05,0.0623985093127333,0.000571249846598132,0.000571249846598132,0.000913451492264108,1.11117033177526e-08,1.5716045388248e-08,1.11117033177526e-08,5.89904757567319e-05,5.26650698832081e-06,1.5716045388248e-08,5.26650698832081e-06,0.0169955323927524,0.947403334135246,0.947403334135246
15,6.17600235295033e-05,0.000426887542299047,6.37514557674377e-08,9.43765968521049e-08,6.37514557674377e-08,0.000247108383124062,7.58504416036635e-05,9.43765968521049e-08,7.58504416036635e-05,0.616774222230297,0.999047026013256,0.999047026013256,65.2624089830086,9.43606466233079e-05,6.84028651096787e-05,9.43606466233079e-05,0.000960455864564374,0.000151526129794242,6.84028651096787e-05,0.000151526129794242,0.326495267083034,0.00499033245526894,0.00499033245526894,0.000540791807002943,2.37843631527643e-08,3.16109885468498e-08,2.37843631527643e-08,0.000115939611610711,1.81623560904498e-05,3.16109885468498e-08,1.81623560904498e-05,0.0886476008594514,0.993195602707632,0.993195602707632
16,0.000321969311236804,0.000252730771947394,1.10087293563934e-07,2.03922348830986e-07,1.10087293563934e-07,0.000357116888277266,0.000218934604266522,2.03922348830986e-07,0.000218934604266522,3.21864476748,0.999831932562321,0.999831932562321,38.6374270584932,0.000162028243830235,0.000147471260954258,0.000162028243830235,0.000958176005763351,0.000331915937070799,0.000147471260954258,0.000331915937070799,1.70448043333982,0.0422783958542386,0.0422783958542386,0.000320165656724285,4.78135918255783e-08,7.07824476390787e-08,4.78135918255783e-08,0.000185331287343046,5.68878312027476e-05,7.07824476390787e-08,5.68878312027476e-05,0.462580666672723,0.999047026013256,0.999047026013256
17,0.00167983503171295,0.000149624156396507,1.70212031850714e-07,4.41578575655036e-07,1.70212031850714e-07,0.000490500092460686,0.000600293003750335,4.41578575655036e-07,0.000600293003750335,16.796508383292,0.999958584171184,0.999958584171184,22.8746341191946,0.000249348897365783,0.000319383914547389,0.000249348897365783,0.000994854482900667,0.000715896253632929,0.000319383914547389,0.000715896253632929,8.89507612247353,0.280018085427811,0.280018085427811,0.000189548078960545,8.25654701729507e-08,1.52941761623239e-07,8.25654701729507e-08,0.000267837666207949,0.000164200953199891,1.52941761623239e-07,0.000164200953199891,2.41398357561,0.999831932562321,0.999831932562321
18,0.00876539063819481,8.85803236829211e-05,2.45428729808017e-07,9.9318537093334e-07,2.45428729808017e-07,0.000656372112552341,0.00159863856086692,9.9318537093334e-07,0.00159863856086692,87.649961675162,0.999986110750346,0.999986110750346,13.5425996662932,0.000358377634792741,0.00072006997427689,0.000358377634792741,0.00110274788226958,0.00160125450807319,0.00072006997427689,0.00160125450807319,46.4182584719812,0.774123485286281,0.774123485286281,0.00011221811729738,1.27659023888035e-07,3.31183931741277e-07,1.27659023888035e-07,0.000367875069345515,0.000450219752812751,3.31183931741277e-07,0.000450219752812751,12.597381287469,0.999958584171184,0.999958584171184
19,0.0457328806871635,5.24354601966634e-05,3.39125919472937e-07,2.33827075130933e-06,3.39125919472937e-07,0.000866597423447801,0.00419023532333474,2.33827075130933e-06,0.00419023532333474,457.319502013311,0.999994350456926,0.999994350456926,8.01778104125964,0.000494229401867303,0.00170015785818156,0.000494229401867302,0.00129879395431529,0.0037554787283116,0.00170015785818156,0.0037554787283116,242.224415132622,0.967941751308956,0.967941751308956,6.64352427621908e-05,1.84071547356013e-07,7.44889028200005e-07,1.84071547356013e-07,0.000492279084414256,0.00119897892065019,7.44889028200005e-07,0.00119897892065019,65.7374712563715,0.999986110750346,0.999986110750346
20,0.238428194643438,3.10206753271059e-05,4.56560058888883e-07,5.70656603067466e-06,4.56560058888883e-07,0.00113559479835078,0.0108842789972976,5.70656603067466e-06,0.0108842789972976,2384.25899893466,0.999997463660291,0.999997463660291,4.74696200786252,0.000665025639612126,0.00416115374818034,0.000665025639612126,0.00159771989269972,0.00915104521794791,0.00416115374818034,0.00915104521794792,1263.83580332907,0.996249843220837,0.996249843220837,3.93265951474976e-05,2.54344439604703e-07,1.753703063482e-06,2.54344439604703e-07,0.000649948067585851,0.00314267649250105,1.753703063482e-06,0.00314267649250105,342.989626509983,0.999994350456926,0.999994350456926
21,1.23809101575942,1.82931937317075e-05,6.0339566375125e-07,1.42094579475602e-05,6.0339566375125e-07,0.0014771868976748,0.0280394289837733,1.42094579475602e-05,0.0280394289837733,12380.8525536304,0.999998805280428,0.999998805280428,2.81059335474759,0.000881769533442226,0.0104168397004682,0.000881769533442226,0.00201792366753903,0.0228494222565904,0.0104168397004682,0.0228494222565905,6589.64119473844,0.999570002727664,0.999570002727664,2.32655064953294e-05,3.42420044166663e-07,4.279924523006e-06,3.42420044166663e-07,0.000851696098763083,0.00816320924797324,4.279924523006e-06,0.00816320924797324,1788.194249201,0.999997463660291,0.999997463660291
22,6.29869178729248,1.0611571405348e-05,7.75856889215582e-07,3.51752167771945e-05,7.75856889215582e-07,0.00187962754074516,0.0706162525071949,3.51752167771945e-05,0.0706162525071949,62986.7746782785,0.99999942377097,0.99999942377097,1.66427622182087,0.00115691590653251,0.0263430808027385,0.00115691590653251,0.00258095518338096,0.0577028767799437,0.0263430808027385,0.0577028767799437,34234.196944903,0.999949687613291,0.999949687613291,1.37198952987807e-05,4.52546747813438e-07,1.06570934606702e-05,4.52546747813438e-07,0.0011078901732561,0.0210295717378299,1.06570934606702e-05,0.0210295717378299,9285.63941522283,0.999998805280428,0.999998805280428
23,29.0608183800612,5.69719373306741e-06,9.07438875641375e-07,7.98605387092876e-05,9.07438875641375e-07,0.00216850064553858,0.161136868546495,7.98605387092876e-05,0.161136868546495,290607.859191141,0.999999718729175,0.999999718729175,0.985706659948588,0.00149279139911799,0.0660108079344103,0.00149279139911799,0.0032872463269059,0.144486379930304,0.0660108079344103,0.144486379930304,174584.344501687,0.999993539888451,0.999993539888451,7.958678554011e-06,5.81892666911686e-07,2.63814125828959e-05,5.81892666911686e-07,0.00140972065555887,0.0529621893803962,2.63814125828959e-05,0.0529621893803962,47240.0810087089,0.99999942377097,0.99999942377097
24,94.5167459384661,2.37416787210697e-06,7.75283192362348e-07,0.000130664505809947,7.75283192362348e-07,0.00176797488683704,0.259288852557647,0.000130664505809947,0.259288852557647,945166.938773727,0.999999861757179,0.999999861757179,0.58403236267951,0.00181581732718954,0.153663246761123,0.00181581732718954,0.00397332017041014,0.336215145807621,0.153663246761123,0.336215145807621,815343.419243018,0.999998883278147,0.999998883278147,4.27289529980056e-06,6.80579156731031e-07,5.98954040319657e-05,6.80579156731031e-07,0.00162637548415394,0.120852651409871,5.98954040319657e-05,0.120852651409871,217955.894393356,0.999999718729175,0.999999718729175
25,166.4530279394,7.54842116317567e-07,4.17829192830622e-07,0.000125115822876184,4.17829192830622e-07,0.00079131145896662,0.226834854668343,0.000125115822876184,0.226834854668343,1664529.82468115,0.999999931548508,0.999999931548508,0.346139217891885,0.00183496256776183,0.274986879800332,0.00183496256776183,0.00400420149422422,0.601544383074922,0.274986879800332,0.601544383074922,2798342.67766553,0.999999668856805,0.999999668856805,1.78062590408023e-06,5.81462394271761e-07,9.79983793574606e-05,5.81462394271761e-07,0.00132598116512778,0.194466639418235,9.79983793574606e-05,0.194466639418235,708875.204080295,0.99999986175718,0.99999986175718
26,195.564186402742,2.90879599765399e-07,2.08975359298631e-07,9.51393598643789e-05,2.08975359298631e-07,0.000249601805213347,0.134463841908994,9.51393598643789e-05,0.134463841908994,1955641.59465915,0.999999965508784,0.999999965508784,0.205088576103597,0.00142660158221174,0.323651394769608,0.00142660158221174,0.00310979781565432,0.707861470608193,0.323651394769608,0.707861470608193,5734717.26224916,0.999999845438735,0.999999845438735,5.66131587238175e-07,3.13371894622966e-07,9.38368671571378e-05,3.13371894622966e-07,0.000593483594224965,0.170126141001257,9.38368671571379e-05,0.170126141001257,1248397.36851087,0.999999931548508,0.999999931548508
27,203.458306213355,1.47187640120609e-07,1.18370479664282e-07,7.17451602909379e-05,1.18370479664282e-07,8.06768251697609e-05,0.07320437230918,7.1745160290938e-05,0.07320437230918,2034582.91550026,0.999999981954733,0.999999981954733,0.121467778235426,0.000952045278681148,0.286978819384799,0.000952045278681148,0.0020742450414721,0.627459193817645,0.286978819384799,0.627459193817645,8186274.7197288,0.999999911480956,0.999999911480956,2.18159699824049e-07,1.56731519473973e-07,7.13545198982842e-05,1.56731519473973e-07,0.00018720135391001,0.100847881431746,7.13545198982842e-05,0.100847881431746,1466731.19599436,0.999999965508784,0.999999965508784
28,206.022102289697,8.23396519807551e-08,7.01571457154059e-08,5.23713788166207e-05,7.01571457154059e-08,3.1949806810057e-05,0.0409516100840038,5.23713788166207e-05,0.0409516100840038,2060220.94085684,0.99999999002809,0.99999999002809,0.07192716736505,0.000598458862248575,0.221870901131633,0.000598458862248575,0.00130337972821408,0.484893200835647,0.221870901131633,0.484893200835647,9831002.88241954,0.999999945296124,0.999999945296124,1.10390730090457e-07,8.87778597482117e-08,5.38088702182034e-05,8.87778597482117e-08,6.05076188773207e-05,0.054903279231885,5.38088702182035e-05,0.054903279231885,1525937.18662519,0.999999981954733,0.999999981954733
29,207.181642941993,4.74650072474614e-08,4.19882143208985e-08,3.68885458530781e-05,4.19882143208985e-08,1.55274770271968e-05,0.0240784084531181,3.68885458530781e-05,0.0240784084531181,2071816.38117368,0.999999994167453,0.999999994167453,0.0425882688068519,0.000368135243853949,0.160463503551579,0.000368135243853949,0.000801488166218815,0.350512300260702,0.160463503551579,0.350512300260702,10867495.0704288,0.999999965101357,0.999999965101357,6.17547389855664e-08,5.26178592865545e-08,3.92785341124655e-05,5.26178592865545e-08,2.39623551075427e-05,0.0307137075630029,3.92785341124655e-05,0.0307137075630029,1545165.70564263,0.99999999002809,0.99999999002809
30,207.814866159462,2.76869252389364e-08,2.52381226968729e-08,2.54031744423324e-05,2.52381226968729e-08,8.53686827373423e-06,0.0148017306933963,2.54031744423324e-05,0.0148017306933963,2078148.63193173,0.999999996424413,0.999999996424413,0.0252158958785167,0.000224681872975134,0.112133321562292,0.000224681872975134,0.000489011543775882,0.244813535893444,0.112133321562292,0.244813535893444,11509507.2502208,0.999999977380657,0.999999977380657,3.55987554355961e-08,3.14911607406739e-08,2.76664093898086e-05,3.14911607406739e-08,1.16456077703976e-05,0.0180588063398385,2.76664093898086e-05,0.0180588063398385,1553862.28588026,0.999999994167453,0.999999994167453
